Accession	PlasmidSize	log10PlasmidSize	CollectionDate	NumInsertionSequences	InsertionSequenceDensity	BiocideMetalResistance	Virulence	Integron	ConjugativeSystem	GeographicLocation	IsolationSource	RepliconCarriage	HostTaxonomy	outcomeaminoglycoside	outcomebetalactam_carbapenem	outcomebetalactam_ESBL	outcomebetalactam_other	outcomemacrolide	outcomephenicol	outcomequinolone	outcomesulphonamide	outcometetracycline	outcometrimethoprim	NumOtherResistanceClassesaminoglycoside	NumOtherResistanceClassesbetalactam_carbapenem	NumOtherResistanceClassesbetalactam_ESBL	NumOtherResistanceClassesbetalactam_other	NumOtherResistanceClassesmacrolide	NumOtherResistanceClassesphenicol	NumOtherResistanceClassesquinolone	NumOtherResistanceClassessulphonamide	NumOtherResistanceClassestetracycline	NumOtherResistanceClassestrimethoprim
NZ_CP014927.1	41255	0.615476591451174	22	5	1.05	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014928.1	45452	0.657552998005808	22	2	0.440024641379917	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014929.1	35470	0.549861188471943	22	5	1.05	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014930.1	28402	0.453348923088627	22	2	0.704175762270263	0	0	0	mobilisable	EU	other	multi-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014931.1	19529	0.290680005417863	22	0	0	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014932.1	57063	0.756354600289802	22	7	1.05	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014934.1	37848	0.578042935040509	22	6	1.05	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014935.1	23149	0.364532234927959	22	3	1.05	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014939.1	40099	0.603133542198807	22	1	0.249382777625377	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014946.1	16905	0.228015175101787	19	1	0.591540964211772	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014964.1	110507	1.04338978901738	19	2	0.180984010062711	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014968.1	94016	0.973201769774144	17	3	0.319094622191967	0	1	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014970.1	94014	0.9731925309403	11	3	0.319101410428234	0	1	0	conjugative	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014972.2	95780	0.981274832706589	13	1	0.104405930256839	0	0	0	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014973.1	93960	0.972943008105569	13	3	0.319284802043423	0	1	0	conjugative	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014974.1	35954	0.55574721408721	13	0	0	0	0	0	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014976.1	94019	0.973215627656408	15	3	0.319084440379072	0	1	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014980.1	94034	0.97328491043565	3	3	0.319033541059617	0	1	0	conjugative	other	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014986.1	45033	0.653530879675505	20	5	1.05	0	0	0	mobilisable	middle-income	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014987.1	64291	0.808150180950546	20	3	0.466628299450934	0	0	0	mobilisable	middle-income	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014988.1	80927	0.908093441200724	20	3	0.370704462046041	0	0	0	mobilisable	middle-income	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014995.1	109917	1.04106486653839	13	2	0.181955475495146	0	0	0	non-mobilisable	United States	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP014997.1	81966	0.913633741719355	11	6	0.73201083376034	0	0	0	mobilisable	United States	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015000.1	49021	0.690382166362248	12	0	0	0	0	0	conjugative	middle-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015006.1	311693	1.49372704900283	0	1	0.0187193353887164	0	0	0	non-mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015007.1	311693	1.49372704900283	0	7	0.155022622229801	0	0	0	mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015008.1	142965	1.15522972860249	0	3	0.209841569614941	0	0	0	conjugative	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015009.1	138061	1.14007101473466	0	4	0.289727004729793	0	0	0	conjugative	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015011.1	35912	0.555239592393597	11	3	0.83537536199599	0	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015013.1	31973	0.504783387673614	11	2	0.62552778907203	0	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015014.1	18345	0.263517716091966	11	3	1.05	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015015.1	22853	0.358943219632335	11	2	0.875158622500328	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015021.1	81401	0.910629740169475	5	4	0.49139445461358	0	1	0	non-mobilisable	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015022.1	95170	0.978500069311459	8	3	0.315225386151098	0	1	0	non-mobilisable	United States	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015026.1	170926	1.23280812941286	19	9	0.585048500520693	0	0	0	non-mobilisable	United States	other	multi-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	2	1	2	2
NZ_CP015032.1	244120	1.38760336128456	20	3	0.122890381779453	0	0	0	conjugative	middle-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015038.1	199812	1.30062156685937	20	6	0.30028226532941	0	0	0	conjugative	middle-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015040.1	151483	1.1803638973898	20	3	0.198042024517603	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015041.1	67286	0.827924711248651	20	2	0.297238652914425	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015042.1	53339	0.727044869273749	20	1	0.187480080241474	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015043.1	64103	0.806878354837974	20	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015063.1	311693	1.49372704900283	0	1	0.0154265994683994	0	0	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015065.1	311693	1.49372704900283	0	2	0.0361244922251062	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015070.1	111851	1.04863987124481	18	6	0.53642792643785	0	1	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015071.1	69471	0.841803550369334	18	4	0.575779821796145	0	0	0	conjugative	high-income	human	single-replicon	Enterobacteriaceae	1	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	2	2
NZ_CP015073.1	37000	0.568201724066995	18	0	0	0	0	0	conjugative	high-income	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015075.2	63544	0.803074549541335	18	2	0.314742540601788	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP015077.1	133735	1.12624508203868	17	8	0.598197928739672	1	0	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	1	0	0	1	0	0	0	1	0	0	2	3	3	2	3	3	3	2	3	3
NZ_CP015078.1	71170	0.852296965826925	17	5	0.702543206407194	1	0	1	conjugative	high-income	human	single-replicon	Enterobacteriaceae	1	0	1	1	0	0	1	1	0	1	4	5	5	5	5	5	5	4	5	5
NZ_CP015083.1	203183	1.30788736840004	22	3	0.147650147896231	0	0	0	non-mobilisable	other	livestock	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015084.1	61707	0.790334432897676	22	4	0.648224674672241	0	0	0	non-mobilisable	other	livestock	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015086.1	130920	1.11700599663597	20	8	0.611060189428659	1	0	0	mobilisable	high-income	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP015089.1	131420	1.1186614628545	18	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015090.1	188936	1.27631471658642	18	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015091.1	250394	1.39862391799641	18	1	0.0399370591947091	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015092.1	156353	1.19410621861986	18	4	0.255831355970144	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015094.1	64192	0.807480907004305	18	1	0.155782652043868	0	1	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015095.1	134425	1.12848004514916	18	3	0.223172772921704	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015096.1	30421	0.483173486092514	18	0	0	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015097.1	56541	0.752363485275562	18	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015111.1	298877	1.47549249530888	17	2	0.0669171599018994	0	0	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015112.1	8682	-0.0613802184973191	17	0	0	0	0	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015116.1	311693	1.49372704900283	20	9	0.0429914193903721	0	1	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015119.1	103606	1.01538490687097	22	5	0.482597532961412	0	1	0	non-mobilisable	middle-income	other	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015122.1	9539	-0.0204971512125987	21	0	0	0	0	0	mobilisable	United States	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015123.1	56285	0.750392670425053	15	2	0.355334458559119	0	0	0	mobilisable	United States	human	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015127.2	2942	-0.531357331608489	15	0	0	0	0	0	non-mobilisable	China	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015128.2	6391	-0.194431182451444	15	0	0	0	0	0	non-mobilisable	China	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015129.2	11203	0.0493343359722838	15	0	0	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015131.1	142858	1.15490456574482	20	7	0.48999706001764	1	1	0	conjugative	United States	other	multi-replicon	Enterobacteriaceae	0	0	0	0	1	0	0	0	1	0	2	2	2	2	1	2	2	2	1	2
NZ_CP015133.1	26450	0.422425676371205	20	1	0.378071833648393	0	0	0	non-mobilisable	United States	other	untyped	Enterobacteriaceae	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP015135.1	158741	1.20068911184661	23	5	0.31497848696934	1	0	0	conjugative	other	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015139.1	186826	1.2714373155278	18	8	0.428205924228962	1	0	1	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	1	1	0	1	1	1	0	1	0	0	4	5	5	5	5	5	5	4	5	5
NZ_CP015140.1	129154	1.11110786115608	18	7	0.541988633724081	1	1	1	mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	1	0	1	0	1	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP015141.1	82588	0.916916949107534	18	1	0.121082966048336	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015142.1	4072	-0.390192230671297	18	0	0	0	0	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015143.1	2942	-0.531357331608489	18	0	0	0	0	0	non-mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015146.1	10498	0.0211065684321214	20	0	0	0	0	0	mobilisable	middle-income	human	untyped	Proteobacteria_other	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP015147.1	5562	-0.254769015471859	20	0	0	0	0	0	non-mobilisable	middle-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015148.1	5813	-0.235599677043612	20	0	0	0	0	0	non-mobilisable	middle-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015151.1	14888	0.172836360122711	18	1	0.671681891456206	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015152.1	171171	1.23343018787147	18	4	0.23368444421076	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015153.1	42357	0.626925192946684	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015154.1	82417	0.916016802045424	18	3	0.364002572284844	0	0	0	mobilisable	China	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015155.1	83987	0.924212068619151	18	2	0.238132091871361	0	0	0	conjugative	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015156.1	89350	0.951094556841663	18	3	0.335758254057079	0	0	0	conjugative	China	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015161.1	88023	0.944596166104262	20	1	0.11360667098372	0	0	0	conjugative	United States	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015165.1	49380	0.693551085595914	0	4	0.810044552450385	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015166.1	46811	0.670347918842526	0	1	0.213625002670313	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015167.1	43148	0.634960670060638	0	2	0.463520904792806	0	0	0	mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015169.1	259464	1.41407710905951	0	8	0.308327937594425	0	0	0	conjugative	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015170.1	117661	1.07063253513282	0	6	0.509939572160699	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015171.1	28186	0.450033447592529	0	3	1.05	0	0	0	mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015174.1	4264	-0.370182803981484	18	0	0	0	0	0	mobilisable	EU	human	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015175.1	3085	-0.51074483163074	18	0	0	1	0	0	non-mobilisable	EU	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015177.1	267609	1.42750071516682	0	5	0.186839755015713	0	1	0	non-mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015178.1	4227	-0.373967752170981	0	0	0	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015179.1	57268	0.757912016287229	0	0	0	0	0	0	conjugative	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015180.1	71696	0.855494926568968	0	1	0.139477795135015	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015181.1	8208	-0.0857626522322588	0	0	0	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015182.1	8291	-0.0813930848550179	0	0	0	0	0	0	non-mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015197.1	5997	-0.222065951162221	20	0	0	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015198.1	7512	-0.124244420741945	20	0	0	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015200.1	16553	0.218876715052756	17	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015203.1	311693	1.49372704900283	16	9	0.129640406321842	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015204.1	108503	1.0354417461609	16	1	0.0921633503221109	0	0	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015205.1	65393	0.815531261717549	16	1	0.152921566528528	0	0	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015213.1	124345	1.09462832667015	21	4	0.321685632715429	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015215.1	114095	1.05726661269175	21	1	0.0876462596958675	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015216.1	20853	0.3191685432293	21	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015221.1	137595	1.13860265256328	20	1	0.0726770594861732	0	0	0	mobilisable	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015223.1	9149	-0.0386263724051989	19	0	0	0	0	0	mobilisable	high-income	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015232.1	147082	1.16755952671123	12	1	0.0679892848887015	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015233.1	107530	1.03152964580342	12	2	0.185994606156421	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015234.1	58318	0.765802621553786	12	3	0.514420933502521	0	1	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015236.1	197397	1.29534054806337	22	1	0.0506593311955096	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015237.1	164725	1.21675951621957	22	1	0.0607072393382911	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015242.1	66029	0.819734719993432	19	4	0.60579442366233	0	1	0	non-mobilisable	other	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015245.1	8122	-0.0903370148459817	14	0	0	0	0	0	mobilisable	United States	livestock	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015246.1	118513	1.0737659918533	14	6	0.50627357336326	0	1	0	mobilisable	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015248.1	21983	0.342086959904578	0	1	0.454896965837238	0	0	0	mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015268.1	175972	1.24544357001365	18	4	0.22730889005069	0	1	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015269.1	154060	1.18768989352518	18	3	0.194729326236531	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015270.1	38049	0.580343247172586	18	2	0.525637993114142	0	0	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015271.1	15059	0.177796133292215	18	1	0.664054718108772	0	0	0	mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015273.1	97267	0.987965521164493	20	3	0.308429374813657	0	1	0	mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015274.1	39889	0.600853148871242	20	2	0.501391361026849	0	0	0	mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015275.1	32134	0.506964789348663	20	1	0.31119686313562	0	0	0	mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015276.1	21123	0.324755599037918	20	0	0	0	0	0	mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015277.1	13458	0.128980523966612	20	0	0	0	0	0	mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP015279.1	157126	1.19624805469147	23	1	0.0636431908150147	1	1	0	mobilisable	EU	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
